iter	Logloss
0	0.2733858274
1	0.1589199802
2	0.13188442
3	0.1204579887
4	0.1105117329
5	0.1004267667
6	0.09365955313
7	0.08835433138
8	0.08380942587
9	0.08238623031
10	0.07961472263
11	0.07825344603
12	0.07771555111
13	0.07747560674
14	0.07706305153
15	0.07682837798
16	0.07643468047
17	0.07606065832
18	0.07588487524
19	0.07553905484
20	0.07464927693
21	0.07399867489
22	0.07385798616
23	0.07374254146
24	0.07244859464
25	0.07221977136
26	0.0715056788
27	0.07100445874
28	0.07084035601
29	0.07069267452
30	0.07033994424
31	0.06973211455
32	0.06909620973
33	0.06892118447
34	0.06853387665
35	0.06830880971
36	0.06800750957
37	0.0678430878
38	0.06768099466
39	0.06710957792
40	0.06687903522
41	0.06666204043
42	0.06653178266
43	0.06556680281
44	0.0651571613
45	0.06507688515
46	0.06449040611
47	0.06440596533
48	0.06379312741
49	0.06321035177
50	0.06287326912
51	0.06274297019
52	0.0627041568
53	0.06265823451
54	0.06240620055
55	0.06112483826
56	0.06097694858
57	0.06095654878
58	0.06081578328
59	0.06076576942
60	0.06049313694
61	0.06042557659
62	0.06026661938
63	0.06011048132
64	0.0597299758
65	0.05955991088
66	0.05933781747
67	0.05922948206
68	0.05908232356
69	0.05887734505
70	0.05878448472
71	0.05858529812
72	0.05838302689
73	0.05819542064
74	0.05809333875
75	0.05801052692
76	0.05787669968
77	0.05782316033
78	0.05720796684
79	0.0570747896
80	0.05691485363
81	0.05668966905
82	0.05629738453
83	0.05617922959
84	0.05607567841
85	0.05604437344
86	0.05592288554
87	0.05577197231
88	0.05546506973
89	0.05515163345
90	0.0551516616
91	0.05498509947
92	0.05492704369
93	0.05431377606
94	0.05431365338
95	0.0543035328
96	0.05414106534
97	0.05397955803
98	0.05393719877
99	0.0538178115
100	0.05365260167
101	0.05353961929
102	0.05352116967
103	0.0534691446
104	0.05334770796
105	0.05325030129
106	0.05314422895
107	0.05310093468
108	0.05297475031
109	0.05283952681
110	0.05278416415
111	0.05265793116
112	0.05254319567
113	0.05244157321
114	0.05238089545
115	0.05229816797
116	0.05215795281
117	0.05208324176
118	0.05181675228
119	0.05181654595
120	0.05181653688
121	0.05181653688
122	0.05181653688
123	0.05181653688
124	0.05180336962
125	0.05180293133
126	0.05180268021
127	0.05180268701
128	0.05180265078
129	0.05180260571
130	0.05180256052
131	0.05178312689
132	0.0517657077
133	0.051540428
134	0.05120205499
135	0.05101979136
136	0.0507874078
137	0.05066599695
138	0.05063464276
139	0.05050943823
140	0.05030725999
141	0.05023691949
142	0.05016011517
143	0.05003963593
144	0.0499774706
145	0.04994291539
146	0.0498521963
147	0.04976019791
148	0.04971941947
149	0.04965566443
150	0.04956741668
151	0.04946177468
152	0.04942453376
153	0.04925811181
154	0.04915306603
155	0.0490895193
156	0.04898461999
157	0.04885526184
158	0.04862962651
159	0.04853223788
160	0.04838839264
161	0.04826282325
162	0.04814849552
163	0.04805385316
164	0.04799983845
165	0.04797485595
166	0.04789983818
167	0.0478873269
168	0.04783840589
169	0.04775819962
170	0.04775726445
171	0.04774991648
172	0.04771655487
173	0.04769121173
174	0.04744361693
175	0.04734608269
176	0.04730022191
177	0.04726171689
178	0.0472026437
179	0.04717961418
180	0.04706032566
181	0.04695363776
182	0.0468391346
183	0.04677536556
184	0.04666894717
185	0.04663226797
186	0.04627411456
187	0.04619687252
188	0.04610317253
189	0.04607890728
190	0.04598660776
191	0.04592314689
192	0.04587944522
193	0.04577939601
194	0.04572395942
195	0.04564906127
196	0.04560546713
197	0.04554984291
198	0.04548313626
199	0.04540623728
200	0.04540159617
201	0.04533095407
202	0.04531456707
203	0.04530820019
204	0.04523227438
205	0.04520474996
206	0.04517547821
207	0.04509496304
208	0.0450679685
209	0.04488304737
210	0.04481678914
211	0.04470060257
212	0.04458544425
213	0.04448156982
214	0.04448131358
215	0.04447426831
216	0.04442726939
217	0.04436043604
218	0.04436053401
219	0.04430527455
220	0.04427388433
221	0.04426724975
222	0.0442559917
223	0.04423749192
224	0.04422444355
225	0.04417901458
226	0.04410507503
227	0.04405599635
228	0.04402582376
229	0.04395898452
230	0.04389318993
231	0.04389305171
232	0.04385597949
233	0.04380500086
234	0.04371950195
235	0.04364676853
236	0.04352715102
237	0.04344770467
238	0.04343772392
239	0.04335691006
240	0.0431582015
241	0.04311062517
242	0.04310166185
243	0.04310144785
244	0.04300652063
245	0.04292236738
246	0.0428425875
247	0.04282634298
248	0.04276403617
249	0.04273734501
